,Review_title,Review_text,Ratings
17981,Does the job,"SCREEN RESOLUTION SETTINGS AND BRIGHTNESS IS NOT GOOD
IF STAND HIGHT is manageable it will be good
Picture quality is good",3
17982,Very poor,Image/text shadow/blur issue,1
17983,Nice,Good one,3
17984,Fabulous!,Nyc product.....i love it,5
17985,Don't waste your money,Display issue and monitor goes on/off,1
17986,Terrific purchase,Awesome 🤩,5
17987,Wonderful,Nice,5
17988,Must buy!,The product is worth the money as I got at the price of 12800. No where you can find this kind of deal. Quality of picture and ease of setting up are up ante,5
17989,Utterly Disappointed,Worst product don't buy,1
17990,Good choice,Gud,4
17991,Super!,Very awsom performance,5
17992,Just wow!,Good moniter,5
17993,Perfect product!,"I shout it loud, please go for this product without second thought.",5
17994,Fabulous!,Good product ips panel monitors Value for money,5
17995,Terrific,Very good product amazing work,5
17996,Just wow!,Amazing screen,5
17997,Super!,"Writing the review after 3 month of usage, monitor perfectly fits for day to day normal use, no issues faced till now. Used both HDMI and VGA cable works really good.",5
17998,Wonderful,Good,4
17999,Brilliant,Very nice monitor for wfh.. Very little screen bleeding at bottom right corner,5
18000,Wonderful,Excellent,5
18001,Great product,Superb product Good picture quality stylish stand fulllll Paisa Wasool,5
18002,Must buy!,Slim and light weight. Perfect for use as a work from monitor. It also gets pretty bright and has a Blue light filter for long hours for usage.,5
18003,Terrific purchase,Excellent Display quality and classy look,5
18004,Must buy!,"It is a nice product, loving it. Nice graphics and clarity.",5
18005,Perfect product!,Gets the work done very well. Design is very professional looking.,5
18006,Worth the money,Very good,4
18007,Terrific,This is really good one to compare others,5
18008,Simply awesome,Picture quality is awesome also looks good!!,5
18009,Fabulous!,Excellent....ecome exapress also very fast delivery,5
18010,Great product,Nice and useful product,5
18011,Highly recommended,Nice product loved it.,5
18012,Mind-blowing purchase,"Awesome👍
Comes with HDMI Cable....
Easy to install...
Plus point...... Controls on front side....
Overall GREAT 😊",5
18013,Classy product,Superb quality and it's not such delicate as I expected. Only con is height adjustment. Edge to edge visibility is here.,5
18014,Nice product,Halka yellow 🟡 photo editing photos,4
18015,Does the job,"SCREEN RESOLUTION SETTINGS AND BRIGHTNESS IS NOT GOOD
IF STAND HIGHT is manageable it will be good
Picture quality is good",3
18016,Very poor,Image/text shadow/blur issue,1
18017,Nice,Good one,3
18018,Fabulous!,Nyc product.....i love it,5
18019,Delightful,Good quality,4
18020,Terrific,Good product,5
18021,Excellent,Nice monitt,5
18022,Really Nice,Great product,4
18023,Wonderful,Better than expectation... fast delivered,4
18024,Must buy!,Good,5
18025,Perfect product!,Nice hd quality,5
18026,Decent product,"Only usable for CCTV Display.
For daily use buy good brands.",3
18027,Bad quality,Not claer quality,2
18028,Classy product,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌",5
18029,Classy product,"Awesome 👍
Just go for it... After lot of research I ordered Dell, and no regret. Happy. Dell always delever best design and monitor is best for designers.",5
18030,Classy product,"Best pick for office work like Motion graphics, graphic design, 3d and software engineer..... upto 60fps for games.... good for games as normal play",5
18031,Value-for-money,"The monitor has a good display, stand and the other accessories work well. Really happy with this purchase.

Hdmi/type c cable could be provided.

You could use a normal 6 A power chord instead of the 16A provided in the box or the 16 A chord could be used with a converter as well. Verified from dell support",4
18032,Just wow!,"It's just a wow product. The quality, the built, the screen feels just amazing to view. It's the best balanced monitor currently available with IPS panel with USB hub for connection. This product serves the purpose very well at a reasonable price",5
18033,Classy product,Nice performance,5
18034,Excellent,It's great Monitor color and looks awesome... over all it's nice but bit costly...,5
18035,Brilliant,Good product amazing,5
18036,Just wow!,best prise good quAlity,5
18037,Value-for-money,"Make sure you have 16A socket to plug it. You could use converter but not recommended. Contrast ratio could have been better. When you watch movies with night/dark scenes you feel the display contrast is not good. To test this, watch Spiderman No Way Home Trailer and you will understand what I'm trying to say.",4
18038,Classy product,"This one is absolutely perfect for work productivity. In terms of features, it has almost everything a developer needs😎. Adjustments are really great. Everything is superb at the price point. Apart from features, aesthitically very cool and pleasing to look at. Definitely worth buying. 👌",5
18039,Classy product,"Awesome 👍
Just go for it... After lot of research I ordered Dell, and no regret. Happy. Dell always delever best design and monitor is best for designers.",5
18040,Classy product,"Best pick for office work like Motion graphics, graphic design, 3d and software engineer..... upto 60fps for games.... good for games as normal play",5
18041,Value-for-money,"The monitor has a good display, stand and the other accessories work well. Really happy with this purchase.

Hdmi/type c cable could be provided.

You could use a normal 6 A power chord instead of the 16A provided in the box or the 16 A chord could be used with a converter as well. Verified from dell support",4
18042,Just wow!,"It's just a wow product. The quality, the built, the screen feels just amazing to view. It's the best balanced monitor currently available with IPS panel with USB hub for connection. This product serves the purpose very well at a reasonable price",5
18043,Classy product,Nice performance,5
18044,Excellent,It's great Monitor color and looks awesome... over all it's nice but bit costly...,5
18045,Brilliant,Good product amazing,5
18046,Just wow!,best prise good quAlity,5
18047,Value-for-money,"Make sure you have 16A socket to plug it. You could use converter but not recommended. Contrast ratio could have been better. When you watch movies with night/dark scenes you feel the display contrast is not good. To test this, watch Spiderman No Way Home Trailer and you will understand what I'm trying to say.",4
18048,Highly recommended,"This monitor takes my design to another level 🥰👌🏻, Excellent product 😍👏🏻🤝..",5
18049,Terrific purchase,dell 27 in perfect size..........super,5
18050,Very Good,"The product is really good, but be aware it comes with a 16amp power cable. so we need to do power setup accordingly.",4
18051,Classy product,Simply superb,5
18052,Super!,"Best monitor in budget, 24"" screen size is sufficient if you are looking for a dual monitor",5
18053,Brilliant,"Very nice product. Good for professional like programmer,designer..",5
18054,Wonderful,"Review after 5 months of usage..

Best montior ever.. clarity is amazing. I used it for coding(working) and also use it as mini tv along with fire stick and speaker when I'm not working.

Even after watching same screen for 13 hrs straight i didnt feel any irritation or migraine for 5 days. There is no compromise in quality of the display from Dell. Its also adjustable at the most from landscape to portrait mode.

It doesn't have a speaker.. but its alright display dont need audio..

I have ...
READ MORE",5
18055,Fabulous!,Nice good colours,5
18056,Decent product,Yellow shades on all over the display. Not good for design purposes. Good for normal office works.,3
18057,Perfect product!,"Its very good monitor for Graphics Designers. IPS display quite good. Its biult quality is better than others, You can adjust height and rotate it. Four USB ports and one Display port and one hdmi port is very helpfull.",5
18058,Waste of money.......go for other better option,"The display is a yellow-tinted, white color show in yellow-tinted, I tried every setting but did not get the right colors
I'm using this display with Mac Mini M1...
Waste of money",2
18059,Good choice,"Product is as expected , i have choosen due to Dell after using 2weeks writing this review.

You can adjust Height
No effects on your eye great quality pictures

Cons -. No hdmi cable provided ,i purchased separately.",4
18060,Wonderful,"Liked the matte finish of the screen
Super clean display
Can rotate vertically as well",5
18061,Not recommended at all,Cannot by the product studio purpose,1
18062,Good quality product,Good,4
18063,Wonderful,"Bought it to use as secondary monitor with laptop. Quality is superb no doubt. Amazing angle/hight adjustment.

Comes with 16amp cable so had to buy new cable to connect.

Also, no hdmi cable in box so had buy hdmi cable as well.

Again, quality is best.",4
18064,Perfect product!,"Excellent monitor, very sharp display with good refresh rate.",5
18065,Great product,Super,5
18066,Really Nice,Without a display port in cpu can’t utilize USB ports in monitor for data transfer. Apart from this it’s at par to expectations.,4
18067,Must buy!,"Amazing Project 😊😊
Looking Osm",5
18068,Brilliant,Great product.. Good clarity.. Thanks to flipkart for this pricing..,5
18069,Super!,Perfect for Developers,5
18070,Great product,Ok,5
18071,Awesome,Superb 👍,5
18072,Wonderful,Nice picture quality...... better look monitor..... stylish Look...... worth for money..... professional used best monitor.....,4
18073,Not recommended at all,Don't buy it has a yellow tint that can't fix,1
18074,Wonderful,Great product,5
18075,Fair,Ok,3
18076,Very poor,Not good for video editing their are several problem in this screen,1
18077,Terrific purchase,Awesome monitor. Works perfectly..soothing to eyes with no strain ..fits my wfh workplace,5
18078,Good purchase,Good monitor and good picture quality,5
18079,Terrific,As expected from Dell brand..... product is superb...screen is not that sharp but it's ok for FHD,5
18080,Super!,"Very nice product,picture quality is great and viewing angle is wide enough.
the best part is its stand,it lets one orient the monitor according to their wish.",5
18081,Pretty good,Good,4
18082,Mind-blowing purchase,Nice design and clearity,5
18083,Delightful,good,4
18084,Great product,good build quality,5
18085,Terrific,Very good,5
18086,Excellent,Best product and usb port's are also useful,5
18087,Just wow!,Not doubt about this dell p2422h monitor. Came in original packing. Everything excellent.,5
18088,Must buy!,V good,5
18089,Awesome,Display is extremely grate but plug is too big for home or office scenario,5
18090,Perfect product!,Awesome 👍,5
18091,Great product,Worth buying,5
18092,Mind-blowing purchase,Super,5
18093,Simply awesome,"Perfect screen...
but hdr not supported",5
18094,Good choice,Very very nice 👍👍🙂🙂🙂,4
18095,Useless product,"Poor quality, HDMI PORT not properly working",1
18096,Very Good,"The monitor was great, but noticed some cons

1. If you are buying for coding purposes i would recommend buying a monitor with higher resolution, with this full hd resolution the pixels are visible.

2. The contract ratio is not that great, you can still see the black bars very clearly with 25% brightness.

3. It lacks speakers and there is no audio connectivity ports (you will get the dell soundbar mount in the monitor though, but need to spend 3000rs extra for the soundbar)

cons

1. The ...
READ MORE",4
18097,Highly recommended,"Good and Best Ips Moniter
Thanks Flipkart for Timely Delivery",5
18098,Just wow!,All features are good with excellent display quality,5
18099,Brilliant,Very nice product,5
18100,Super!,Excellent 😊,5
18101,Fabulous!,Awesome Product as expected.,5
18102,Good quality product,Value for money,4
18103,Perfect product!,Best quality product as per Dell’s all product. M loving it. 😃,5
18104,Great product,"Pros: Display is clear and sharp
Look is good and so as adjustment
Cons: No HDMI cable included
16 amps converter required",5
18105,Just wow!,Superb,5
18106,Fabulous!,"Top notch monitor. Anybody looking for a new one, should blindly buy this. Only con I think is that it could have a speaker on which would have made it complete.",5
18107,Simply awesome,Dell is the only brand making such good monitors at affordable price.Truly the best product with all sorts of height and tilt adjustment under 16K,5
18108,Terrific,Super monitor,5
18109,Awesome,Good display,5
18110,Good,Looks decent lookwise but screen resolution is not 1080p full hd.,3
18111,Terrific purchase,"Product is absolutely amazing!
I would rate it 4.5 out of 5 cutting 0.5 stars for not having audio jack (3.5 mm) for connecting external speaker as it doesn’t have the inbuilt one.",5
18112,Must buy!,"Excellent product.
Sharp and clear display.
Watching hd videos is pleasant.",5
18113,Good quality product,Super,4
18114,Wonderful,Specially Editing Monitor Photo nd Video's Editing Monitor Good picture quality 1080p. 24bit Colour,4
18115,Must buy!,It is very good. Little bit costly,5
18116,Terrific,Good monitor,5
18117,Best in the market!,Professional monitor,5
18118,Good choice,Good product,4
18119,Best in the market!,Super quality ❤️❤️,5
18120,Good,Picture quality is not as expected!,3
18121,Nice product,Nyc,4
18122,Terrific,The best,5
18123,Worth the money,"Pro's:
Almost bezal less
Anti glare coating is pretty effective - no eye strain
Color reproduction is very good, colors look natural, well calibrated
All USB ports are GEN 3.1
Ample connectivity options
Flicker free
Ergonomic stand is great, fully adjustable
Best suitable for office work, photo shop, watching multimedia

Con's:
5 ms (high) response time is not well calibrated, ghosting occurs
Not suitable for gaming - running with 60hz - it can't be changed
No inbuilt speakers, it should have...
READ MORE",4
18124,Good quality product,Good build quality and worth for money..... Display is also awesome....!!,4
18125,Brilliant,Best standard monitor.,5
18126,Awesome,Great,5
18127,Terrific purchase,Good qikati,5
18128,Classy product,Super product,5
18129,Awesome,Nice,5
18130,Excellent,Perfect for coding not good for movies or gaming.,5
18131,Fabulous!,"Nice product, good color accuracy. Thank you dell, if it's all about the professional monitor please go ahead with dell.",5
18132,Excellent,Nice product,5
18133,Good choice of monitor,"Really good monitor.
Easy to install.
Good for correcting postures",4
18134,Highly recommended,"This monitor takes my design to another level 🥰👌🏻, Excellent product 😍👏🏻🤝..",5
18135,Terrific purchase,dell 27 in perfect size..........super,5
18136,Very Good,"The product is really good, but be aware it comes with a 16amp power cable. so we need to do power setup accordingly.",4
18137,Classy product,Simply superb,5
18138,Super!,"Best monitor in budget, 24"" screen size is sufficient if you are looking for a dual monitor",5
18139,Brilliant,"Very nice product. Good for professional like programmer,designer..",5
18140,Wonderful,"Review after 5 months of usage..

Best montior ever.. clarity is amazing. I used it for coding(working) and also use it as mini tv along with fire stick and speaker when I'm not working.

Even after watching same screen for 13 hrs straight i didnt feel any irritation or migraine for 5 days. There is no compromise in quality of the display from Dell. Its also adjustable at the most from landscape to portrait mode.

It doesn't have a speaker.. but its alright display dont need audio..

I have ...
READ MORE",5
18141,Fabulous!,Nice good colours,5
18142,Decent product,Yellow shades on all over the display. Not good for design purposes. Good for normal office works.,3
18143,Perfect product!,"Its very good monitor for Graphics Designers. IPS display quite good. Its biult quality is better than others, You can adjust height and rotate it. Four USB ports and one Display port and one hdmi port is very helpfull.",5
18144,Excellent,"Great product! Overall great monitor for work or general use.

Design and ergonomics:
Premium design and finish. Looks very classy. It's not the slimmest monitor out there but it's uniformly slim rather than being very bulky at the bottom like HP ultra slim monitors. The stand is strong, very stable and metallic. The stand is a bit heavy since it's metallic but the monitor itself without the stand is very light ~2.5kg. The whole body, including the stand and the front chin, has a matte finish...
READ MORE",5
18145,Great product,"It's superb. Enjoying a beautiful screen.

You will love to work more on this screen.",5
18146,Worth every penny,"Quite decent quality monitor, nice full hd display and good refresh rate, picture quality is the best in HDMI Mode, faster connectivity and working well in shaly and multi monitor setups, using it as a high quality media output device for editing, documents are clear and easy to read, no stress for eyes.",5
18147,Must buy!,Thanks flipkart,5
18148,Terrific,Excellent product happy with the display performance,5
18149,Must buy!,Value for money monitor with IPS panel.,5
18150,Highly recommended,Nice product loved it.,5
18151,Did not meet expectations,"Faulty product received, never buy from Flipkart. Flipkart is not ready to return the product. cheaters. I will complaint in police if my product does not get replaced by brand.",1
18152,Excellent,"Simple, Stylish and Classy.",5
18153,Did not meet expectations,Screen sync is not good. reasponse time is also high. Frames are not updating properly for 720px videos,1
18154,Excellent,"Great product! Overall great monitor for work or general use.

Design and ergonomics:
Premium design and finish. Looks very classy. It's not the slimmest monitor out there but it's uniformly slim rather than being very bulky at the bottom like HP ultra slim monitors. The stand is strong, very stable and metallic. The stand is a bit heavy since it's metallic but the monitor itself without the stand is very light ~2.5kg. The whole body, including the stand and the front chin, has a matte finish...
READ MORE",5
18155,Great product,"It's superb. Enjoying a beautiful screen.

You will love to work more on this screen.",5
18156,Worth every penny,"Quite decent quality monitor, nice full hd display and good refresh rate, picture quality is the best in HDMI Mode, faster connectivity and working well in shaly and multi monitor setups, using it as a high quality media output device for editing, documents are clear and easy to read, no stress for eyes.",5
18157,Must buy!,Thanks flipkart,5
18158,Terrific,Excellent product happy with the display performance,5
18159,Must buy!,Value for money monitor with IPS panel.,5
18160,Highly recommended,Nice product loved it.,5
18161,Did not meet expectations,"Faulty product received, never buy from Flipkart. Flipkart is not ready to return the product. cheaters. I will complaint in police if my product does not get replaced by brand.",1
18162,Excellent,"Simple, Stylish and Classy.",5
18163,Did not meet expectations,Screen sync is not good. reasponse time is also high. Frames are not updating properly for 720px videos,1
18164,Fabulous!,Excellent....ecome exapress also very fast delivery,5
18165,Great product,Nice and useful product,5
18166,Highly recommended,Nice product loved it.,5
18167,Mind-blowing purchase,"Awesome👍
Comes with HDMI Cable....
Easy to install...
Plus point...... Controls on front side....
Overall GREAT 😊",5
18168,Classy product,Superb quality and it's not such delicate as I expected. Only con is height adjustment. Edge to edge visibility is here.,5
18169,Nice product,Halka yellow 🟡 photo editing photos,4
18170,Does the job,"SCREEN RESOLUTION SETTINGS AND BRIGHTNESS IS NOT GOOD
IF STAND HIGHT is manageable it will be good
Picture quality is good",3
18171,Very poor,Image/text shadow/blur issue,1
18172,Nice,Good one,3
18173,Fabulous!,Nyc product.....i love it,5
18174,Don't waste your money,Display issue and monitor goes on/off,1
18175,Terrific purchase,Awesome 🤩,5
18176,Wonderful,Nice,5
18177,Must buy!,The product is worth the money as I got at the price of 12800. No where you can find this kind of deal. Quality of picture and ease of setting up are up ante,5
18178,Utterly Disappointed,Worst product don't buy,1
18179,Good choice,Gud,4
18180,Super!,Very awsom performance,5
18181,Just wow!,Good moniter,5
18182,Perfect product!,"I shout it loud, please go for this product without second thought.",5
18183,Fabulous!,Good product ips panel monitors Value for money,5
18184,Terrific,Very good product amazing work,5
18185,Just wow!,Amazing screen,5
18186,Super!,"Writing the review after 3 month of usage, monitor perfectly fits for day to day normal use, no issues faced till now. Used both HDMI and VGA cable works really good.",5
18187,Wonderful,Good,4
18188,Brilliant,Very nice monitor for wfh.. Very little screen bleeding at bottom right corner,5
18189,Wonderful,Excellent,5
18190,Great product,Superb product Good picture quality stylish stand fulllll Paisa Wasool,5
18191,Must buy!,Slim and light weight. Perfect for use as a work from monitor. It also gets pretty bright and has a Blue light filter for long hours for usage.,5
18192,Terrific purchase,Excellent Display quality and classy look,5
18193,Must buy!,"It is a nice product, loving it. Nice graphics and clarity.",5
18194,Perfect product!,Gets the work done very well. Design is very professional looking.,5
18195,Worth the money,Very good,4
18196,Terrific,This is really good one to compare others,5
18197,Simply awesome,Picture quality is awesome also looks good!!,5
18198,Fabulous!,Excellent....ecome exapress also very fast delivery,5
18199,Great product,Nice and useful product,5
18200,Highly recommended,Nice product loved it.,5
18201,Mind-blowing purchase,"Awesome👍
Comes with HDMI Cable....
Easy to install...
Plus point...... Controls on front side....
Overall GREAT 😊",5
18202,Classy product,Superb quality and it's not such delicate as I expected. Only con is height adjustment. Edge to edge visibility is here.,5
18203,Nice product,Halka yellow 🟡 photo editing photos,4
18204,Does the job,"SCREEN RESOLUTION SETTINGS AND BRIGHTNESS IS NOT GOOD
IF STAND HIGHT is manageable it will be good
Picture quality is good",3
18205,Very poor,Image/text shadow/blur issue,1
18206,Nice,Good one,3
18207,Fabulous!,Nyc product.....i love it,5
18208,Terrific,Good one,5
18209,Simply awesome,"same as described, recommend the seller",5
18210,Pretty good,Mind blowing,4
18211,Terrific purchase,Fabulous 👌,5
18212,Really Nice,"It doesn’t have the Hight adjustable option , rest all good .",4
18213,Terrific,Excellent,5
18214,Just wow!,V good,5
18215,Good quality product,Good,4
18216,Highly recommended,Very good. Value for mon,5
18217,Terrific,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires.",5
18218,Must buy!,I have been using this for a week now. And I can say it is a beautiful monitor with amazing colours. It's response time is really good so I don't see any lag. And it's design is just amazing. It's sleek and beautiful. It's thinner than a pen( I have attached the picture).,5
18219,Just wow!,I like this monitor in this price range or it's features are amazing and fast delivery. Overall best monitor in good price range.,5
18220,Great product,"Get best viewing experience with good Graphics card otherwise you won't get the desirable output. And dont forget to turn on 75Hz option in display settings. No inbuilt speaker, no backlit. Only buttons have light. 6 mm thickness. Satisfied 👌",5
18221,Perfect product!,"It would have been great if the speaker had been included as well.
Good for other things. The eye feels good. The visuals are pretty sharp and clear. The money given is worth it. It is difficult not to have the facility to hear the sound.",5
18222,Super!,"One of the Best products i ever bought in Flipkart.. i am so much impressed with the product.. So good to watch movies.
Pros:
Vert Slim and Light weight Monitor
Excellent Monitor for Home use as well as Gaming
Eye care feature and Excellent brightness
Comes with default Hdmi and Vga cable in box
Worth for Money Product

Cons:
N/a",5
18223,Mind-blowing purchase,"Love the monitor, it is very thin and the display is awesome.
The size is just right to work on and looks beautiful on the desk",5
18224,Mind-blowing purchase,"Does monitor is truly amazing it's extremely thin. Cause of its extremely thin nature the monitor looks amazing and classy however it's quite delicate and I would suggest to not let kids roam around this.

Also the screen feels real nice to your eyes you can simply adjust the brightness from the menu buttons given at the bottom of the monitor the silver panel really makes it look amazing and the bezels are also.

The monitor is good for your eyes as I haven't yet experienced watery eyes. Is p...
READ MORE",5
18225,Classy product,"Sleek and classy product from HP. Quality is beyond expectations. Awesome looking monitor and easy on eyes. Perfect for WFH and office. Suitable for 4k content as well depending on the laptop. Cost is on a higher side, but it is worth given the quality and brand.",5
18226,Mind-blowing purchase,Awesome product man...,5
18227,Terrific,"Monitor is better then I expected!!!!

- Brightness is on point.

- Screen size is big enough to get your work done.

- Some times it lags if I use second screen as the projection mode but other than everything seems fine.

- The design is sleek and elegant and takes less space. Easy to install stand and setup provided in the back to accommodate wires.",5
18228,Must buy!,I have been using this for a week now. And I can say it is a beautiful monitor with amazing colours. It's response time is really good so I don't see any lag. And it's design is just amazing. It's sleek and beautiful. It's thinner than a pen( I have attached the picture).,5
18229,Just wow!,I like this monitor in this price range or it's features are amazing and fast delivery. Overall best monitor in good price range.,5
18230,Great product,"Get best viewing experience with good Graphics card otherwise you won't get the desirable output. And dont forget to turn on 75Hz option in display settings. No inbuilt speaker, no backlit. Only buttons have light. 6 mm thickness. Satisfied 👌",5
18231,Perfect product!,"It would have been great if the speaker had been included as well.
Good for other things. The eye feels good. The visuals are pretty sharp and clear. The money given is worth it. It is difficult not to have the facility to hear the sound.",5
18232,Super!,"One of the Best products i ever bought in Flipkart.. i am so much impressed with the product.. So good to watch movies.
Pros:
Vert Slim and Light weight Monitor
Excellent Monitor for Home use as well as Gaming
Eye care feature and Excellent brightness
Comes with default Hdmi and Vga cable in box
Worth for Money Product

Cons:
N/a",5
18233,Mind-blowing purchase,"Love the monitor, it is very thin and the display is awesome.
The size is just right to work on and looks beautiful on the desk",5
18234,Mind-blowing purchase,"Does monitor is truly amazing it's extremely thin. Cause of its extremely thin nature the monitor looks amazing and classy however it's quite delicate and I would suggest to not let kids roam around this.

Also the screen feels real nice to your eyes you can simply adjust the brightness from the menu buttons given at the bottom of the monitor the silver panel really makes it look amazing and the bezels are also.

The monitor is good for your eyes as I haven't yet experienced watery eyes. Is p...
READ MORE",5
18235,Classy product,"Sleek and classy product from HP. Quality is beyond expectations. Awesome looking monitor and easy on eyes. Perfect for WFH and office. Suitable for 4k content as well depending on the laptop. Cost is on a higher side, but it is worth given the quality and brand.",5
18236,Mind-blowing purchase,Awesome product man...,5
18237,Brilliant,Just awesome ❤️,5
18238,Brilliant,Osm hai .no doubt go for it,5
18239,Best in the market!,Good,5
18240,Must buy!,Super,5
18241,Perfect product!,Worth the purchase!!!,5
18242,Super!,After a long time a awesome purchase. Just love it. You will fall in love with this . very slim. picture quality is just wow.,5
18243,Wonderful,I am very happy,5
18244,Wonderful,Supper quality thank you for Flipkart,5
18245,Very Good,excellent product...,4
18246,Classy product,Nice Product,5
18247,Super!,Awesome Product by flipkart..Must Buy.👍,5
18248,Worth the money,I Love this product,4
18249,Does the job,"Pros:
as listed by company
Cons:
seeing slight screen bleeding problem.",3
18250,Must buy!,Nice product,5
18251,Really Nice,"Product is good, lightweight and 3 side Bezel less design.
Why you should buy it? 1. Great design, 2. Eye care technology (that's major reason of my purchase), 3. Person who do more office work, 4. 21.5ich display offer 102ppi that makes coding easier. 5. Less individual pixels visible from distance of 15inch from monitor.

Who hould avoid? 1. Moves a lot, 2. Needs optimal color accuracy (lg is best), 3. Slightly unnoticed screen bleeding issue, 4. Vesa wall mount not available.

My advice: i...
READ MORE",4
18252,Worth the money,Nice products,4
18253,Great product,Very nice product and good for eyes. Can read and watch videos without any eye strain. Packaging was also good.,5
18254,Must buy!,This was really an amazing product. Very good display. I am sure everyone would love designing of the monitor and functionality too.,5
18255,Delightful,I think this is a good choice. Good performance till now.,4
18256,Great product,It's Awesome ☺️ Thanks Crizer Network.,5
18257,Fabulous!,Nice product♥,5
18258,Worth every penny,Wonderful product go for it... Worth buying.. thanks to FLIPKART,5
18259,Best in the market!,"Great product, great seller, perfect in this range",5
18260,Mixed bag,"Pros:
Good looks
Slim bezels
Slick and smart

Cons:
Entire monitor tilts slightly towards the viewers left
I ain't sure if it's the issue with the all the models",3
18261,Classy product,"Best Monitor ,New model 2021 Best display ,very bright display 300 nits",5
18262,Brilliant,Best display at this price range. Accurate color reproduction and really slim bezels. Better than Samsung display at this price.,5
18263,Brilliant,Awesome moniter...just go for it...,5
18264,Perfect product!,Excellent quality in this price. I like it nd packaging also good. Thanks to flipkart.,5
18265,Pretty good,"Best for personal home users. It's ideal for work, movie, game. Looks great and slim fits in every where.",4
18266,Good,It's been a week I had bought. The monitor was very well packed and delivered. The product is of good quality but slight light bleeding.,3
18267,Value-for-money,"Honestly I advise you to buy computer accessories like monitor and etc from offline market rather than online, it's true that offline prices may be high but once you buy you will be satisfied. I am saying this because I bought this monitor and I faced some display issues( backlight bleeding) then I replaced it now it's ok but I don't know what will happen in future, because if I compare my old monitor with this one in terms of lasting my old monitor worked fantastically upto 5 years but I hav...
READ MORE",4
18268,Excellent,Best monitor led 😘😘,5
18269,Absolute rubbish!,"It's not completed 2 month also, screen not working. Even one star also worth it.",1
18270,Awesome,Outstanding monitor 🔥,5
18271,Perfect product!,Great quality and worth to buy especially display really outstanding ❤️ i am not disappointed on this product,5
18272,Terrific purchase,"- Nice Display quality
- Look very stylish
- Light weight

Overall value for money Product",5
18273,Best in the market!,"Great View, value for money",5
18274,Not recommended at all,Not upto mark.back light bleed...,1
18275,Awesome Experience,Nice monitor with good options to configure! You can go for it with no doubts!,5
18276,Mind-blowing purchase,Valuable product,5
18277,Brilliant,Nice product ❤️such a wonderful performance.. quality clarity super..really amazing monitor..,5
18278,Super!,Good for the price.,5
18279,Mind-blowing purchase,Spr product for photoshop,5
18280,Highly recommended,Good performance,5
18281,Classy product,Nice picture quality & disign is awesome...👍,5
18282,Excellent,"I bought this for gaming purpose, it didnt let me down, really loved the display quality and 75hz refresh rate.",5
18283,Eye safe feature,"Nice product
Eye-safe feature is awesome, definitely should go for it.
I am using it for straight 7-8 hours then also, my eyes don't feel dried up, whereas with laptops I couldn't even watch the screen for 2 hours properly!",5
18284,Worthless,Moniter side glass is slowly open,1
18285,Utterly Disappointed,light bleading,1
18286,Just okay,Super IPS moniter,3
18287,Brilliant,Awesome,5
18288,Just wow!,Smart looking,5
18289,Excellent,Ok super display,5
18290,Brilliant,Getting 2 Blurred patches on the right hand side of the screen.,5
18291,Wonderful,As expected. I am very happy.,4
18292,Very Good,"as per expectations working good, If you are looking to buy monitor HP M Series is aweasome",4
18293,Highly recommended,It's perfect for a software developer to get work done without getting eyes red,5
18294,Hated it!,Moniter has issue in corners. I have applied for replacement for 3rd time now. Technician also visited and checked it. So why my return is being canceled. How much time it will take?,1
18295,Awesome,Nice product love It...,5
18296,Fabulous!,Very good product,5
18297,Pretty good,Just Fantastic,4
18298,Good quality product,Good product,4
18299,Just wow!,Nice product value for money,5
18300,Worth the money,"Excellent product...build quality is good
Color is best
Brightness is upper level
Full bezel less design
Picture quality just wow 😂😂
I m fully satisfied of this product...",4
18301,Simply awesome,Looking great,5
18302,Best in the market!,aswm,5
18303,Good,Screen having white colour after use,3
18304,Great product,Nice good quality,5
18305,Brilliant,Really good Monitor in this price.... The colors were really accurate.... I used this with my Mac mini m1 no problems at all.... Worth it...,5
18306,Awesome,"Nice product... no doubts it looks very sexy.... verry slim...
after installation when start, its smell like burn wire for a while... i don't know why... after sometime all ok. no issues....still properly working after 6 hrs of installation",5
18307,Classy product,Just awesome.,5
18308,Fair,"The product is good but the price is much higher...,😭😭😭",3
18309,Moderate,Product Quality is not at all good.,2
18310,Good choice,NoT baD👍❤️,4
18311,Simply awesome,Great Product from HP,5
18312,Don't waste your money,I'm not happy,1
18313,Super!,Very good product,5
18314,Not recommended at all,Don't buy it,1
18315,Worth every penny,This product will also great for me because I am using last ten yr..... So don't worry about buy this product...,5
18316,Really Nice,quality best and awesome product but not screen guard attachment display,4
18317,Must buy!,"Great product one delivery by Flipkart,",5
18318,Highly recommended,"Awesome quality
Great design 👌
Brightness is on top
Didn't harm eyes.",5
18319,Terrific,Beautiful,5
18320,Classy product,Good,5
18321,Good choice,Good product,4
18322,Just wow!,"This is superb!!!, This is ultrathin
Color are vivid and less strain on eyes",5
